week,sector,n,rank,rank_8w_ago,rank_gain_8w,rs,rs_mom13,breadth,breadth_d8w,pct_52w_high,univ_breadth,status
2024-12-27,Information Technology,150,1.0,,,1.1,10.27,51.68,,,31.36,LEADER
2024-12-27,Communication Services,43,2.0,,,1.07,7.43,51.16,,,31.36,LEADER
2024-12-27,Financials,149,3.0,,,1.05,4.83,36.24,,,31.36,LEADER
2024-12-27,Consumer Discretionary,114,4.0,,,1.01,1.26,50.0,,,31.36,
2024-12-27,Energy,35,5.0,,,1.0,-0.44,22.86,,,31.36,
2024-12-27,Industrials,182,6.0,,,0.99,-1.25,16.02,,,31.36,
2024-12-27,Utilities,41,7.0,,,0.98,-2.21,21.95,,,31.36,
2024-12-27,Consumer Staples,54,8.0,,,0.94,-5.66,22.22,,,31.36,
2024-12-27,Health Care,102,9.0,,,0.93,-7.01,31.37,,,31.36,
2024-12-27,Real Estate,59,10.0,,,0.91,-9.38,10.17,,,31.36,
2024-12-27,Materials,55,11.0,,,0.87,-13.39,3.64,,,31.36,
2025-01-03,Information Technology,150,1.0,,,1.11,10.7,53.02,,,31.77,LEADER
2025-01-03,Communication Services,43,2.0,,,1.07,7.95,51.16,,,31.77,LEADER
2025-01-03,Financials,149,3.0,,,1.04,3.0,32.89,,,31.77,LEADER
2025-01-03,Consumer Discretionary,114,4.0,,,1.0,1.05,41.23,,,31.77,
2025-01-03,Industrials,182,5.0,,,0.99,-1.36,18.23,,,31.77,
2025-01-03,Utilities,41,6.0,,,0.99,-2.23,29.27,,,31.77,
2025-01-03,Energy,35,7.0,,,1.04,-2.99,48.57,,,31.77,
2025-01-03,Consumer Staples,54,8.0,,,0.94,-5.04,18.52,,,31.77,
2025-01-03,Health Care,102,9.0,,,0.93,-5.66,31.37,,,31.77,
2025-01-03,Real Estate,59,10.0,,,0.91,-7.5,13.56,,,31.77,
2025-01-03,Materials,55,11.0,,,0.86,-13.02,5.45,,,31.77,
2025-01-10,Information Technology,150,1.0,,,1.1,7.54,32.0,,,21.75,LEADER
2025-01-10,Communication Services,43,2.0,,,1.06,6.78,27.91,,,21.75,LEADER
2025-01-10,Consumer Discretionary,114,3.0,,,1.01,2.78,33.33,,,21.75,LEADER
2025-01-10,Energy,35,4.0,,,1.08,1.3,60.0,,,21.75,
2025-01-10,Utilities,41,5.0,,,0.98,1.18,21.95,,,21.75,
2025-01-10,Financials,149,6.0,,,1.03,0.81,9.4,,,21.75,
2025-01-10,Industrials,182,7.0,,,0.99,-1.53,12.09,,,21.75,
2025-01-10,Health Care,102,8.0,,,0.95,-2.73,35.29,,,21.75,
2025-01-10,Consumer Staples,54,9.0,,,0.93,-5.37,16.67,,,21.75,
2025-01-10,Real Estate,59,10.0,,,0.88,-8.63,0.0,,,21.75,
2025-01-10,Materials,55,11.0,,,0.87,-11.06,9.09,,,21.75,
2025-01-17,Information Technology,150,1.0,,,1.1,9.0,55.33,,,44.72,LEADER
2025-01-17,Energy,35,2.0,,,1.1,8.68,85.71,,,44.72,LEADER
2025-01-17,Communication Services,43,3.0,,,1.04,4.05,41.86,,,44.72,LEADER
2025-01-17,Financials,149,4.0,,,1.05,1.32,54.36,,,44.72,
2025-01-17,Consumer Discretionary,114,5.0,,,0.99,1.15,40.35,,,44.72,
2025-01-17,Industrials,182,6.0,,,1.0,-0.47,41.76,,,44.72,
2025-01-17,Utilities,41,7.0,,,0.98,-1.84,53.66,,,44.72,
2025-01-17,Health Care,102,8.0,,,0.93,-4.67,47.06,,,44.72,
2025-01-17,Consumer Staples,54,9.0,,,0.9,-7.34,22.22,,,44.72,
2025-01-17,Real Estate,59,10.0,,,0.89,-9.44,15.25,,,44.72,
2025-01-17,Materials,55,11.0,,,0.89,-9.89,27.27,,,44.72,
2025-01-24,Information Technology,150,1.0,,,1.11,8.53,68.67,,,56.1,LEADER
2025-01-24,Communication Services,43,2.0,,,1.06,4.61,60.47,,,56.1,LEADER
2025-01-24,Energy,35,3.0,,,1.05,1.66,68.57,,,56.1,LEADER
2025-01-24,Financials,149,4.0,,,1.05,1.62,61.07,,,56.1,
2025-01-24,Consumer Discretionary,114,5.0,,,0.98,0.87,51.75,,,56.1,
2025-01-24,Industrials,182,6.0,,,1.0,0.04,55.49,,,56.1,
2025-01-24,Health Care,102,7.0,,,0.95,-1.44,69.61,,,56.1,
2025-01-24,Utilities,41,8.0,,,0.98,-3.14,41.46,,,56.1,
2025-01-24,Consumer Staples,54,9.0,,,0.89,-9.03,29.63,,,56.1,
2025-01-24,Real Estate,59,10.0,,,0.89,-9.72,33.9,,,56.1,
2025-01-24,Materials,55,11.0,,,0.88,-9.92,43.64,,,56.1,
2025-01-31,Information Technology,150,1.0,,,1.09,7.33,54.67,-21.17,,53.86,LEADER
2025-01-31,Financials,149,2.0,,,1.06,3.24,71.14,-15.44,,53.86,LEADER
2025-01-31,Communication Services,43,3.0,,,1.07,3.23,62.79,-25.58,,53.86,LEADER
2025-01-31,Consumer Discretionary,114,4.0,,,1.0,2.93,54.39,-19.3,,53.86,
2025-01-31,Energy,35,5.0,,,1.0,-0.48,25.71,-22.86,,53.86,
2025-01-31,Utilities,41,6.0,,,0.97,-1.7,51.22,0.0,,53.86,
2025-01-31,Industrials,182,7.0,,,0.99,-2.24,43.41,-23.26,,53.86,
2025-01-31,Health Care,102,8.0,,,0.96,-2.76,75.49,29.41,,53.86,
2025-01-31,Consumer Staples,55,9.0,,,0.9,-6.83,40.74,-16.67,,53.86,
2025-01-31,Real Estate,59,10.0,,,0.89,-6.98,37.29,-3.39,,53.86,
2025-01-31,Materials,55,11.0,,,0.88,-9.63,41.82,-5.45,,53.86,
2025-02-07,Communication Services,43,1.0,,,1.1,8.79,58.14,-11.63,,52.95,LEADER
2025-02-07,Information Technology,150,2.0,,,1.1,5.03,58.0,-11.13,,52.95,LEADER
2025-02-07,Financials,149,3.0,,,1.06,2.51,68.46,0.0,,52.95,LEADER
2025-02-07,Utilities,41,4.0,,,0.99,2.4,68.29,34.15,,52.95,
2025-02-07,Consumer Discretionary,115,5.0,,,0.99,2.34,49.12,-14.91,,52.95,
2025-02-07,Energy,35,6.0,,,1.01,-2.1,34.29,-5.71,,52.95,
2025-02-07,Health Care,102,7.0,,,0.94,-2.33,57.84,22.55,,52.95,
2025-02-07,Real Estate,59,8.0,,,0.9,-3.7,55.93,20.34,,52.95,
2025-02-07,Industrials,182,9.0,,,0.98,-4.51,40.11,-11.82,,52.95,
2025-02-07,Consumer Staples,55,10.0,,,0.89,-4.57,37.04,-22.22,,52.95,
2025-02-07,Materials,55,11.0,,,0.88,-5.81,47.27,12.73,,52.95,
2025-02-14,Communication Services,43,1.0,,,1.13,9.18,69.77,16.28,,55.79,LEADER
2025-02-14,Information Technology,152,2.0,,,1.11,7.97,60.0,7.65,,55.79,LEADER
2025-02-14,Consumer Discretionary,115,3.0,,,1.01,3.05,56.14,3.51,,55.79,LEADER
2025-02-14,Utilities,41,4.0,,,1.0,1.08,78.05,60.98,,55.79,
2025-02-14,Health Care,102,5.0,,,0.93,0.45,50.98,27.45,,55.79,
2025-02-14,Financials,149,6.0,,,1.05,-1.69,59.06,27.52,,55.79,
2025-02-14,Energy,35,7.0,,,1.03,-3.08,57.14,34.29,,55.79,
2025-02-14,Materials,55,8.0,,,0.89,-3.98,63.64,60.0,,55.79,
2025-02-14,Consumer Staples,55,9.0,,,0.9,-4.38,40.74,9.26,,55.79,
2025-02-14,Real Estate,59,10.0,,,0.89,-4.47,54.24,44.07,,55.79,
2025-02-14,Industrials,183,11.0,,,0.97,-5.24,46.15,29.58,,55.79,
2025-02-21,Communication Services,43,1.0,2.0,1.0,1.12,8.14,65.12,13.95,,48.58,LEADER
2025-02-21,Utilities,41,2.0,7.0,5.0,1.03,4.4,82.93,60.98,,48.58,LEADER
2025-02-21,Health Care,102,3.0,9.0,6.0,0.96,4.07,51.96,20.59,,48.58,LEADER
2025-02-21,Information Technology,152,4.0,1.0,-3.0,1.09,3.14,45.33,-6.34,,48.58,
2025-02-21,Consumer Discretionary,115,5.0,4.0,-1.0,0.99,1.66,42.98,-7.02,,48.58,
2025-02-21,Consumer Staples,55,6.0,8.0,2.0,0.94,1.07,62.96,40.74,,48.58,
2025-02-21,Financials,149,7.0,3.0,-4.0,1.05,-1.11,46.98,10.74,,48.58,
2025-02-21,Real Estate,59,8.0,10.0,2.0,0.91,-1.6,55.93,45.76,,48.58,
2025-02-21,Energy,35,9.0,5.0,-4.0,1.04,-3.15,62.86,40.0,,48.58,
2025-02-21,Materials,55,10.0,11.0,1.0,0.88,-4.35,43.64,40.0,,48.58,
2025-02-21,Industrials,183,11.0,6.0,-5.0,0.96,-6.04,34.62,18.59,,48.58,
2025-02-28,Communication Services,43,1.0,2.0,1.0,1.12,8.45,69.77,18.6,,48.98,LEADER
2025-02-28,Utilities,41,2.0,6.0,4.0,1.04,4.47,75.61,46.34,,48.98,LEADER
2025-02-28,Health Care,102,3.0,9.0,6.0,0.95,2.32,49.02,17.65,,48.98,LEADER
2025-02-28,Real Estate,59,4.0,10.0,6.0,0.94,1.7,79.66,66.1,,48.98,
2025-02-28,Financials,149,5.0,3.0,-2.0,1.07,1.24,59.06,26.17,,48.98,
2025-02-28,Consumer Discretionary,115,6.0,4.0,-2.0,0.99,0.88,43.86,2.63,,48.98,
2025-02-28,Consumer Staples,55,7.0,8.0,1.0,0.94,0.64,62.96,44.44,,48.98,
2025-02-28,Information Technology,152,8.0,1.0,-7.0,1.04,-0.68,29.33,-23.69,,48.98,
2025-02-28,Energy,35,9.0,7.0,-2.0,1.04,-0.68,40.0,-8.57,,48.98,
2025-02-28,Materials,55,10.0,11.0,1.0,0.88,-3.62,50.91,45.45,,48.98,
2025-02-28,Industrials,183,11.0,5.0,-6.0,0.96,-5.27,36.26,18.03,,48.98,
2025-03-07,Utilities,41,1.0,5.0,4.0,1.03,7.47,70.73,48.78,,38.11,LEADER
2025-03-07,Health Care,102,2.0,8.0,6.0,0.98,6.04,47.06,11.76,,38.11,LEADER
2025-03-07,Real Estate,59,3.0,10.0,7.0,0.96,5.75,71.19,71.19,,38.11,LEADER
2025-03-07,Communication Services,43,4.0,2.0,-2.0,1.13,5.49,48.84,20.93,,38.11,
2025-03-07,Consumer Staples,55,5.0,9.0,4.0,0.97,4.61,66.67,50.0,,38.11,
2025-03-07,Energy,35,6.0,4.0,-2.0,1.0,0.99,20.0,-40.0,,38.11,
2025-03-07,Materials,55,7.0,11.0,4.0,0.9,0.47,38.18,29.09,,38.11,
2025-03-07,Financials,149,8.0,6.0,-2.0,1.05,0.35,35.57,26.17,,38.11,
2025-03-07,Consumer Discretionary,115,9.0,3.0,-6.0,0.98,-2.06,23.68,-9.65,,38.11,
2025-03-07,Industrials,183,10.0,7.0,-3.0,0.97,-3.87,34.07,21.98,,38.11,
2025-03-07,Information Technology,152,11.0,1.0,-10.0,1.03,-6.29,19.33,-12.67,,38.11,
2025-03-14,Utilities,41,1.0,7.0,6.0,1.08,13.35,78.05,24.39,,28.46,LEADER
2025-03-14,Health Care,102,2.0,8.0,6.0,0.97,6.18,38.24,-8.82,,28.46,LEADER
2025-03-14,Energy,35,3.0,2.0,-1.0,1.06,5.44,28.57,-57.14,,28.46,LEADER
2025-03-14,Real Estate,59,4.0,10.0,6.0,0.96,4.63,55.93,40.68,,28.46,
2025-03-14,Communication Services,43,5.0,3.0,-2.0,1.1,3.13,27.91,-13.95,,28.46,
2025-03-14,Materials,55,6.0,11.0,5.0,0.91,2.47,27.27,0.0,,28.46,
2025-03-14,Financials,149,7.0,4.0,-3.0,1.05,1.12,32.89,-21.48,,28.46,
2025-03-14,Consumer Staples,55,8.0,9.0,1.0,0.95,0.69,50.0,27.78,,28.46,
2025-03-14,Industrials,183,9.0,6.0,-3.0,0.97,-3.34,18.68,-23.08,,28.46,
2025-03-14,Consumer Discretionary,115,10.0,5.0,-5.0,0.95,-5.66,11.4,-28.95,,28.46,
2025-03-14,Information Technology,152,11.0,1.0,-10.0,1.03,-5.81,10.67,-44.67,,28.46,
2025-03-21,Utilities,41,1.0,8.0,7.0,1.08,10.73,78.05,36.59,,29.37,À SURVEILLER
2025-03-21,Energy,35,2.0,3.0,1.0,1.08,10.32,45.71,-22.86,,29.37,LEADER
2025-03-21,Health Care,102,3.0,7.0,4.0,0.97,4.97,40.2,-29.41,,29.37,LEADER
2025-03-21,Real Estate,59,4.0,10.0,6.0,0.95,4.82,45.76,11.86,,29.37,
2025-03-21,Materials,55,5.0,11.0,6.0,0.91,4.22,23.64,-20.0,,29.37,
2025-03-21,Communication Services,43,6.0,2.0,-4.0,1.11,2.92,44.19,-16.28,,29.37,
2025-03-21,Financials,149,7.0,4.0,-3.0,1.06,1.88,32.89,-28.19,,29.37,
2025-03-21,Consumer Staples,55,8.0,9.0,1.0,0.95,0.37,46.3,16.67,,29.37,
2025-03-21,Industrials,183,9.0,6.0,-3.0,0.96,-3.14,17.58,-37.91,,29.37,
2025-03-21,Consumer Discretionary,115,10.0,5.0,-5.0,0.95,-6.1,14.91,-36.84,,29.37,
2025-03-21,Information Technology,152,11.0,1.0,-10.0,1.03,-6.53,12.0,-56.67,,29.37,LEADER ESSOUFFLÉ
2025-03-28,Utilities,41,1.0,6.0,5.0,1.09,11.14,80.49,29.27,,28.25,À SURVEILLER
2025-03-28,Energy,35,2.0,5.0,3.0,1.1,10.57,51.43,25.71,,28.25,LEADER
2025-03-28,Real Estate,59,3.0,10.0,7.0,0.97,6.9,54.24,16.95,,28.25,À SURVEILLER
2025-03-28,Consumer Staples,55,4.0,9.0,5.0,0.99,4.59,68.52,27.78,,28.25,À SURVEILLER
2025-03-28,Materials,55,5.0,11.0,6.0,0.9,4.48,20.0,-21.82,,28.25,
2025-03-28,Health Care,102,6.0,8.0,2.0,0.97,4.15,30.39,-45.1,,28.25,
2025-03-28,Communication Services,43,7.0,3.0,-4.0,1.11,3.36,30.23,-32.56,,28.25,
2025-03-28,Financials,149,8.0,2.0,-6.0,1.07,2.16,32.21,-38.93,,28.25,
2025-03-28,Industrials,183,9.0,7.0,-2.0,0.96,-2.86,15.93,-27.47,,28.25,
2025-03-28,Consumer Discretionary,115,10.0,4.0,-6.0,0.96,-5.69,14.04,-40.35,,28.25,
2025-03-28,Information Technology,153,11.0,1.0,-10.0,1.0,-9.42,6.67,-48.0,,28.25,LEADER ESSOUFFLÉ
2025-04-04,Utilities,41,1.0,4.0,3.0,1.14,15.14,41.46,-26.83,,9.15,LEADER
2025-04-04,Consumer Staples,55,2.0,10.0,8.0,1.06,13.24,40.74,3.7,,9.15,LEADER
2025-04-04,Real Estate,59,3.0,8.0,5.0,1.0,9.35,10.17,-45.76,,9.15,LEADER
2025-04-04,Health Care,102,4.0,7.0,3.0,0.99,6.46,13.73,-44.12,,9.15,
2025-04-04,Materials,55,5.0,11.0,6.0,0.9,4.8,7.27,-40.0,,9.15,
2025-04-04,Communication Services,43,6.0,1.0,-5.0,1.1,2.25,6.98,-51.16,,9.15,LEADER ESSOUFFLÉ
2025-04-04,Financials,149,7.0,3.0,-4.0,1.05,0.93,6.04,-62.42,,9.15,
2025-04-04,Consumer Discretionary,115,8.0,5.0,-3.0,0.98,-2.4,6.14,-42.98,,9.15,
2025-04-04,Industrials,183,9.0,9.0,0.0,0.96,-2.55,3.85,-36.26,,9.15,
2025-04-04,Energy,35,10.0,6.0,-4.0,1.01,-3.2,0.0,-34.29,,9.15,
2025-04-04,Information Technology,153,11.0,2.0,-9.0,0.95,-13.85,0.67,-57.33,,9.15,LEADER ESSOUFFLÉ
2025-04-11,Utilities,41,1.0,4.0,3.0,1.13,15.07,53.66,-24.39,,15.94,LEADER
2025-04-11,Consumer Staples,55,2.0,9.0,7.0,1.04,12.22,54.55,13.8,,15.94,LEADER
2025-04-11,Real Estate,59,3.0,10.0,7.0,0.95,7.77,13.56,-40.68,,15.94,LEADER
2025-04-11,Communication Services,43,4.0,1.0,-3.0,1.1,4.02,9.3,-60.47,,15.94,LEADER ESSOUFFLÉ
2025-04-11,Materials,55,5.0,8.0,3.0,0.9,3.4,10.91,-52.73,,15.94,
2025-04-11,Financials,149,6.0,6.0,0.0,1.05,1.94,13.42,-45.64,,15.94,
2025-04-11,Health Care,102,7.0,5.0,-2.0,0.97,1.75,19.61,-31.37,,15.94,
2025-04-11,Industrials,183,8.0,11.0,3.0,0.99,-0.78,16.48,-29.67,,15.94,
2025-04-11,Consumer Discretionary,115,9.0,3.0,-6.0,0.96,-4.44,10.53,-45.61,,15.94,
2025-04-11,Energy,35,10.0,7.0,-3.0,0.99,-8.05,0.0,-57.14,,15.94,
2025-04-11,Information Technology,153,11.0,2.0,-9.0,0.98,-10.77,3.33,-56.67,,15.94,LEADER ESSOUFFLÉ
2025-04-18,Utilities,41,1.0,2.0,1.0,1.15,16.94,68.29,-14.63,,20.69,LEADER
2025-04-18,Consumer Staples,55,2.0,6.0,4.0,1.05,15.87,60.0,-2.96,,20.69,LEADER
2025-04-18,Real Estate,59,3.0,8.0,5.0,0.98,10.3,27.12,-28.81,,20.69,LEADER
2025-04-18,Communication Services,43,4.0,1.0,-3.0,1.1,5.65,16.28,-48.84,,20.69,LEADER ESSOUFFLÉ
2025-04-18,Health Care,102,5.0,3.0,-2.0,0.96,3.72,20.59,-31.37,,20.69,
2025-04-18,Materials,55,6.0,10.0,4.0,0.91,2.27,18.18,-25.45,,20.69,
2025-04-18,Financials,149,7.0,7.0,0.0,1.06,0.53,16.11,-30.87,,20.69,
2025-04-18,Industrials,183,8.0,11.0,3.0,0.98,-2.44,19.23,-15.38,,20.69,
2025-04-18,Consumer Discretionary,115,9.0,5.0,-4.0,0.95,-3.61,13.91,-29.07,,20.69,
2025-04-18,Energy,35,10.0,9.0,-1.0,1.03,-6.08,20.0,-42.86,,20.69,
2025-04-18,Information Technology,153,11.0,4.0,-7.0,0.97,-12.12,4.67,-40.67,,20.69,LEADER ESSOUFFLÉ
2025-04-25,Utilities,41,1.0,2.0,1.0,1.11,14.09,73.17,-2.44,,33.06,LEADER
2025-04-25,Consumer Staples,55,2.0,7.0,5.0,1.0,12.23,54.55,-8.42,,33.06,LEADER
2025-04-25,Real Estate,59,3.0,4.0,1.0,0.95,6.96,23.73,-55.93,,33.06,LEADER
2025-04-25,Communication Services,43,4.0,1.0,-3.0,1.11,5.16,32.56,-37.21,,33.06,LEADER ESSOUFFLÉ
2025-04-25,Materials,55,5.0,10.0,5.0,0.9,2.52,36.36,-14.55,,33.06,
2025-04-25,Health Care,102,6.0,3.0,-3.0,0.96,1.17,30.39,-18.63,,33.06,
2025-04-25,Financials,149,7.0,5.0,-2.0,1.05,0.36,21.48,-37.58,,33.06,
2025-04-25,Industrials,183,8.0,11.0,3.0,0.98,-2.77,41.53,5.27,,33.06,
2025-04-25,Consumer Discretionary,115,9.0,6.0,-3.0,0.96,-2.98,28.7,-15.16,,33.06,
2025-04-25,Energy,35,10.0,9.0,-1.0,1.0,-4.39,20.0,-20.0,,33.06,
2025-04-25,Information Technology,153,11.0,8.0,-3.0,1.02,-8.35,26.32,-3.02,,33.06,
2025-05-02,Utilities,41,1.0,1.0,0.0,1.1,13.32,82.93,12.2,,58.44,LEADER
2025-05-02,Consumer Staples,55,2.0,5.0,3.0,0.98,8.1,52.73,-13.94,,58.44,LEADER
2025-05-02,Real Estate,59,3.0,3.0,0.0,0.94,5.57,50.85,-20.34,,58.44,LEADER
2025-05-02,Communication Services,43,4.0,4.0,0.0,1.1,2.12,53.49,4.65,,58.44,LEADER ESSOUFFLÉ
2025-05-02,Materials,55,5.0,7.0,2.0,0.89,1.18,52.73,14.55,,58.44,
2025-05-02,Industrials,183,6.0,10.0,4.0,0.99,-0.01,66.67,32.6,,58.44,
2025-05-02,Health Care,102,7.0,2.0,-5.0,0.95,-0.47,46.08,-0.98,,58.44,
2025-05-02,Financials,149,8.0,8.0,0.0,1.06,-0.74,63.76,28.19,,58.44,
2025-05-02,Energy,35,9.0,6.0,-3.0,0.98,-2.46,31.43,11.43,,58.44,
2025-05-02,Consumer Discretionary,115,10.0,9.0,-1.0,0.96,-3.95,55.65,31.97,,58.44,
2025-05-02,Information Technology,153,11.0,11.0,0.0,1.03,-6.03,61.84,42.51,,58.44,
2025-05-09,Utilities,41,1.0,1.0,0.0,1.1,10.91,73.17,-4.88,,64.41,LEADER
2025-05-09,Consumer Staples,55,2.0,8.0,6.0,0.96,8.25,49.09,-0.91,,64.41,LEADER
2025-05-09,Real Estate,59,3.0,4.0,1.0,0.93,2.64,52.54,-3.39,,64.41,LEADER
2025-05-09,Industrials,183,4.0,9.0,5.0,1.0,1.52,75.96,57.27,,64.41,À SURVEILLER
2025-05-09,Communication Services,43,5.0,5.0,0.0,1.11,0.47,58.14,30.23,,64.41,
2025-05-09,Materials,55,6.0,6.0,0.0,0.88,0.3,49.09,21.82,,64.41,
2025-05-09,Financials,149,7.0,7.0,0.0,1.06,-0.39,75.17,42.28,,64.41,
2025-05-09,Health Care,102,8.0,2.0,-6.0,0.92,-2.06,46.08,7.84,,64.41,
2025-05-09,Energy,35,9.0,3.0,-6.0,0.99,-2.27,37.14,8.57,,64.41,
2025-05-09,Consumer Discretionary,115,10.0,10.0,0.0,0.96,-2.76,61.74,50.34,,64.41,
2025-05-09,Information Technology,153,11.0,11.0,0.0,1.04,-5.74,75.66,64.99,,64.41,
2025-05-16,Utilities,41,1.0,1.0,0.0,1.08,7.89,65.85,-12.2,,83.32,LEADER
2025-05-16,Consumer Staples,55,2.0,8.0,6.0,0.94,4.44,61.82,15.52,,83.32,LEADER
2025-05-16,Industrials,183,3.0,9.0,6.0,1.01,3.75,95.63,78.05,,83.32,À SURVEILLER
2025-05-16,Real Estate,59,4.0,4.0,0.0,0.9,0.44,74.58,28.81,,83.32,
2025-05-16,Financials,150,5.0,7.0,2.0,1.05,-0.11,90.6,57.72,,83.32,
2025-05-16,Communication Services,43,6.0,6.0,0.0,1.11,-1.81,81.4,37.21,,83.32,
2025-05-16,Materials,55,7.0,5.0,-2.0,0.87,-2.17,78.18,54.55,,83.32,
2025-05-16,Consumer Discretionary,115,8.0,10.0,2.0,0.98,-2.56,92.17,77.26,,83.32,
2025-05-16,Health Care,102,9.0,3.0,-6.0,0.9,-2.92,58.82,18.63,,83.32,
2025-05-16,Information Technology,153,10.0,11.0,1.0,1.07,-3.38,93.42,81.42,,83.32,
2025-05-16,Energy,35,11.0,2.0,-9.0,0.98,-4.68,65.71,20.0,,83.32,
2025-05-23,Utilities,41,1.0,1.0,0.0,1.11,7.27,56.1,-24.39,,66.13,LEADER
2025-05-23,Industrials,183,2.0,9.0,7.0,1.0,4.71,80.33,64.39,,66.13,ROTATION ENTRANTE
2025-05-23,Consumer Staples,55,3.0,4.0,1.0,0.95,1.59,56.36,-12.15,,66.13,LEADER
2025-05-23,Financials,150,4.0,8.0,4.0,1.05,0.04,69.13,36.91,,66.13,
2025-05-23,Communication Services,43,5.0,7.0,2.0,1.11,-0.33,67.44,37.21,,66.13,
2025-05-23,Materials,55,6.0,5.0,-1.0,0.88,-0.7,60.0,40.0,,66.13,
2025-05-23,Consumer Discretionary,115,7.0,10.0,3.0,0.97,-1.59,68.7,54.66,,66.13,
2025-05-23,Information Technology,153,8.0,11.0,3.0,1.07,-2.21,84.21,77.54,,66.13,
2025-05-23,Real Estate,59,9.0,3.0,-6.0,0.89,-2.39,28.81,-25.42,,66.13,
2025-05-23,Health Care,102,10.0,6.0,-4.0,0.91,-4.89,48.04,17.65,,66.13,
2025-05-23,Energy,35,11.0,2.0,-9.0,0.98,-6.49,42.86,-8.57,,66.13,
2025-05-30,Utilities,41,1.0,1.0,0.0,1.11,6.72,63.41,21.95,,72.5,LEADER
2025-05-30,Industrials,183,2.0,9.0,7.0,1.01,4.37,85.25,81.4,,72.5,ROTATION ENTRANTE
2025-05-30,Consumer Staples,55,3.0,2.0,-1.0,0.96,2.64,54.55,13.8,,72.5,LEADER
2025-05-30,Information Technology,153,4.0,11.0,7.0,1.06,1.23,80.26,79.6,,72.5,
2025-05-30,Communication Services,43,5.0,6.0,1.0,1.11,-1.31,79.07,72.09,,72.5,
2025-05-30,Materials,55,6.0,5.0,-1.0,0.87,-1.63,65.45,58.18,,72.5,
2025-05-30,Consumer Discretionary,115,7.0,8.0,1.0,0.97,-1.64,70.43,64.29,,72.5,
2025-05-30,Financials,150,8.0,7.0,-1.0,1.05,-1.81,81.21,75.17,,72.5,
2025-05-30,Health Care,102,9.0,4.0,-5.0,0.91,-3.99,54.9,41.18,,72.5,
2025-05-30,Real Estate,59,10.0,3.0,-7.0,0.9,-4.9,67.8,57.63,,72.5,
2025-05-30,Energy,35,11.0,10.0,-1.0,0.96,-7.63,42.86,42.86,,72.5,
2025-06-06,Information Technology,155,1.0,11.0,10.0,1.08,5.15,89.47,86.14,,78.46,À SURVEILLER
2025-06-06,Industrials,183,2.0,8.0,6.0,1.01,4.33,91.26,74.77,,78.46,ROTATION ENTRANTE
2025-06-06,Utilities,41,3.0,1.0,-2.0,1.07,3.72,36.59,-17.07,,78.46,LEADER
2025-06-06,Financials,150,4.0,6.0,2.0,1.04,-0.65,87.92,74.5,,78.46,
2025-06-06,Communication Services,43,5.0,4.0,-1.0,1.11,-1.22,83.72,74.42,,78.46,
2025-06-06,Consumer Discretionary,115,6.0,9.0,3.0,0.96,-1.25,77.39,66.86,,78.46,
2025-06-06,Materials,55,7.0,5.0,-2.0,0.89,-1.79,81.82,70.91,,78.46,
2025-06-06,Energy,35,8.0,10.0,2.0,0.97,-3.32,80.0,80.0,,78.46,
2025-06-06,Consumer Staples,55,9.0,2.0,-7.0,0.93,-4.09,41.82,-12.73,,78.46,
2025-06-06,Health Care,102,10.0,7.0,-3.0,0.91,-6.53,66.67,47.06,,78.46,
2025-06-06,Real Estate,59,11.0,3.0,-8.0,0.89,-7.77,64.41,50.85,,78.46,
2025-06-13,Information Technology,155,1.0,11.0,10.0,1.08,4.02,79.74,75.07,,72.83,À SURVEILLER
2025-06-13,Industrials,183,2.0,8.0,6.0,1.0,3.9,82.51,63.28,,72.83,ROTATION ENTRANTE
2025-06-13,Communication Services,43,3.0,4.0,1.0,1.12,1.37,79.07,62.79,,72.83,LEADER
2025-06-13,Utilities,41,4.0,1.0,-3.0,1.09,0.86,46.34,-21.95,,72.83,
2025-06-13,Consumer Discretionary,115,5.0,9.0,4.0,0.95,0.02,65.22,51.3,,72.83,
2025-06-13,Consumer Staples,56,6.0,2.0,-4.0,0.94,-1.81,45.45,-14.55,,72.83,
2025-06-13,Energy,35,7.0,10.0,3.0,1.04,-1.91,97.14,77.14,,72.83,
2025-06-13,Materials,55,8.0,6.0,-2.0,0.89,-2.11,70.91,52.73,,72.83,
2025-06-13,Financials,151,9.0,7.0,-2.0,1.03,-2.56,76.51,60.4,,72.83,
2025-06-13,Health Care,102,10.0,5.0,-5.0,0.92,-5.26,65.69,45.1,,72.83,
2025-06-13,Real Estate,59,11.0,3.0,-8.0,0.9,-6.28,69.49,42.37,,72.83,
2025-06-20,Information Technology,155,1.0,11.0,10.0,1.09,5.23,75.16,48.85,,68.89,ROTATION ENTRANTE
2025-06-20,Industrials,183,2.0,8.0,6.0,1.0,3.87,71.58,30.05,,68.89,ROTATION ENTRANTE
2025-06-20,Communication Services,43,3.0,4.0,1.0,1.15,3.59,88.37,55.81,,68.89,LEADER
2025-06-20,Consumer Discretionary,115,4.0,9.0,5.0,0.96,0.3,66.96,38.26,,68.89,
2025-06-20,Utilities,41,5.0,1.0,-4.0,1.08,-0.29,36.59,-36.59,,68.89,
2025-06-20,Consumer Staples,56,6.0,2.0,-4.0,0.94,-1.35,49.09,-5.45,,68.89,
2025-06-20,Financials,151,7.0,7.0,0.0,1.03,-2.87,73.15,51.68,,68.89,
