week,sector,n,rank,rank_8w_ago,rank_gain_8w,rs,rs_mom13,breadth,breadth_d8w,pct_52w_high,univ_breadth,status
2026-09-18,Utilities,41,10.0,8.0,-2.0,0.93,-8.86,9.76,-75.61,0.0,28.02,
2026-09-18,Industrials,191,11.0,6.0,-5.0,1.0,-9.29,13.09,-48.41,1.09,28.02,
2026-09-24,Energy,35,1.0,8.0,7.0,1.2,12.59,37.14,-42.86,0.0,28.42,LEADER
2026-09-24,Information Technology,158,2.0,3.0,1.0,1.47,12.21,59.49,12.66,10.76,28.42,LEADER
2026-09-24,Health Care,104,3.0,1.0,-2.0,1.05,10.31,54.81,-22.12,14.56,28.42,LEADER
2026-09-24,Communication Services,45,4.0,10.0,6.0,1.02,4.4,42.22,-7.78,4.55,28.42,
2026-09-24,Financials,154,5.0,2.0,-3.0,0.92,2.69,22.73,-58.44,0.65,28.42,
2026-09-24,Materials,57,6.0,9.0,3.0,0.94,-3.25,19.3,-28.07,0.0,28.42,
2026-09-24,Consumer Staples,56,7.0,5.0,-2.0,0.75,-3.34,17.86,-51.79,0.0,28.42,
2026-09-24,Real Estate,61,8.0,4.0,-4.0,0.71,-7.69,6.56,-62.3,0.0,28.42,
2026-09-24,Consumer Discretionary,115,9.0,6.0,-3.0,0.77,-7.96,12.17,-44.35,0.0,28.42,
2026-09-24,Industrials,191,10.0,7.0,-3.0,1.0,-8.35,15.18,-36.69,0.55,28.42,
2026-09-24,Utilities,41,11.0,11.0,0.0,0.91,-13.2,7.32,-14.63,0.0,28.42,
